year,index,language,discipline,context,alternatives_intro,alternative_A,alternative_B,alternative_C,alternative_D,alternative_E,correct_alternative,has_images
2019,3,espanhol,linguagens,"**Que hay de cierto en la fábula de la cigarra y la hormiga**

Cuenta una conocida fábula que, tras pasar todo un verano cantando y ociosa, una cigarra se encontró sin alimento y decidió pedir a su vecina, la hormiga algo que llevarse a la boca. Esta le ofreció granos de arroz acompañados de una moraleja: más vale prevenir que lamentar. ¿Merecen su fama de previsoras y afanosas las hormigas? Sin duda. Las hormigas cortadoras de hojas (Atta cephalotes), por ejemplo, son consideradas las primeras agricultoras del planeta, dedicadas a cortar, acarrear e integrar hojas en el jardín de hongos del que se alimentan. Otro dato curioso es que se ha comprobado que, prácticamente en todas las especies de hormigas, las más ancianas asumen trabajos de mayor riesgo. De acuerdo con Dawid Moron de la Universidad de Jagiellonian (Polonia), esto se debe a que es mejor para la colonia sacrificar una vida que está cerca de su fin que a un individuo joven.

En cuanto a las cigarras, no se les puede acusar de perezosas. Lo que sí es cierto es que los machos pasan el verano “cantando” — un sonido que producen con unas membranas llamadas timbales — y encaramados a un árbol, de cuya savia se alimentan.

**Disponível em:** www.muyinteresante.es.  
Acesso em: 31 out. 2012 (adaptado).","A fábula é um gênero de ampla divulgação frequentemente revisitado com diversos objetivos. No texto, a fábula A cigarra e a formiga é retomada para",Apresentar ao leitor um ensinamento moral.,Reforçar o estereótipo associado às cigarras.,Descrever o comportamento dos insetos na natureza.,Expor a superioridade das formigas em relação às cigarras.,Descrever a relação social entre formigas e cigarras na natureza.,C,False
2019,3,ingles,linguagens,"**In this life**

Sitting on a park bench

Thinking about a friend of mine

He was only twenty-three

Gone before he had his time.

It came without a warning

Didnꞌt want his friends to see him cry

He knew the day was dawning

And I didnꞌt have a chance to say goodbye.

MADONNA. **Erotica**. Estados Unidos: Maverick, 1992.","A canção, muitas vezes, é uma forma de manifestar sentimentos e emoções da vida cotidiana. Por exemplo, o sofrimento retratado nessa canção foi causado",Pela morte precoce de um amigo jovem.,Pelo término de um relacionamento amoroso.,Pela mudança de um amigo para outro país.,Pelo fim de uma amizade de mais de vinte anos.,Pela traição por parte de pessoa próxima.,A,False
2019,30,,linguagens,"**TEXTO I**

**Estratos**

Na passagem de uma língua para outra, algo sempre permanece, mesmo que não haja ninguém para se lembrar desse algo. Pois um idioma retém em si mais memórias que os seus falantes e, como uma chapa mineral marcada por camadas de uma história mais antiga do que aquela dos seres viventes, inevitavelmente carrega em si a impressão das eras pelas quais passou. Se as “línguas são arquivos da história”, elas carecem de livros de registro e catálagos. Aquilo que contêm pode apenas ser consultado em parte, fornecendo ao pesquisador menos os elementos de uma biografia do que um estudo geológico de uma sedimentação realizada em um período sem começo ou sem fim definido.

**HELLER-ROAZEN, D**. _Ecolalias: sobre o esquecimento das línguas_. Campinas: Unicamp, 2010.

**TEXTO II**

Na reflexão gramatical dos séculos XVI e XVII, a influência árabe aparece pontualmente, e se reveste sobretudo de item bélico fundamental na atribuição de rudeza aos idiomas português e castelhano por seus respectivos detratores. Parecer com o árabe, assim, é uma acusação de dessemelhança com o latim.

**SOUZA, M. P**. _Linguística histórica_. Campinas: Unicamp, 2006.","Relacionando-se as ideias dos textos a respeito da história e memória das línguas, quanto à formação da língua portuguesa, constata-se que",A presença de elementos de outras línguas no português foi historicamente avaliada como um índice de riqueza.,B o estudioso da língua pode identificar com precisão os elementos deixados por outras línguas na transformação da língua portuguesa.,O português é o resultado da influência de outras línguas no passado e carrega marcas delas em suas múltiplas camadas.,O árabe e o latim estão na formação escolar e na memória dos falantes brasileiros.,A influência de outras línguas no português ocorreu de maneira uniforme ao longo da história.,C,False
2019,31,,linguagens,![](https://enem.dev/2019/questions/31/a6382a77-122a-4202-8123-9f9e5e2b8cc1.png),"Na obra Cabeça de touro, o material descartado torna-se objeto de arte por meio da",Reciclagem da matéria-prima original.,Complexidade da combinação de formas abstratas.,Perenidade dos elementos que constituem a escultura.,Mudança da funcionalidade pela integração dos objetos.,Fragmentação da imagem no uso de elementos diversificados.,D,True
2019,32,,linguagens,"**Emagrecer sem exercício?**

_Hormônio aumenta a esperança de perder gordura sem sair do sofá. A solução viria em cápsulas._

     O sonho dos sedentários ganhou novo aliado. Um estudo publicado na revista científica Nature, em janeiro, sugere que é possivel modificar a gordura corporal sem fazer exercício. Pesquisadores do Dana-Farber Cancer Institute e da Escola de Medicina de Harvard, nos EUA, isolaram em laboratório a irisina, hormônio naturalmente produzido pelas células musculares durante os exercícios aeróbicos, como caminhada, corrida ou pedalada. A substância foi aplicada em ratos e agiu como se eles tivessem se exercitado, inclusive com efeito protetor contra o diabetes.

     O segredo foi a conversão de gordura branca – aquela que estoca energia inerte e estraga nossa silhueta – em marrom. Mais comum em bebês, e praticamente inexistente em adultos, esse tipo de gordura serve para nos aquecer. E, nesse processo, gasta uma energia tremenda. Como efeito colateral, afinaria nossa silhueta.

     A expectativa é que, se o hormônio funcionar da mesma forma em humanos, surja em breve um novo medicamento para emagrecer. Mas ele estaria longe de substituir por completo os benefícios da atividade física. “Possivelmente existem muitos outros hormônios musculares liberados durante o exercício e ainda não descobertos”, diz o fisiologista Paul Coen, professor assistente da Universidade de Pittsburgh, nos EUA. A irisina não fortalece os músculos, por exemplo. E para ficar com aquele tríceps de fazer inveja só o levantamento de controle remoto não daria conta.

LIMA, F. **Galileu.** São Paulo, n. 248, mar. 2012","Para convencer o leitor de que o exercício físico é importante, o autor usa a estratégia de divulgar que",A falta de exercício físico não emagrece e desenvolve doenças.,Se trata de uma forma de transformar a gordura branca em marrom e de emagrecer.,A irisina é um hormônio que apenas é produzido com o exercício físico.,O exercício é uma forma de afinar a silhueta por eliminar a gordura branca.,Se produzem outros hormônios e há outros benefícios com o exercício.,E,False
2019,33,,linguagens,"Inverno! Inverno! Inverno!

     Tristes nevoeiros, frios negrumes da longa treva boreal, descampados de gelo cujo limite escapa-nos sempre, desesperadamente, para lá do horizonte, perpétua solidão inóspita, onde apenas se ouve a voz do vento que passa uivando como uma legião de lobos, através da cidade de catedrais e túmulos de cristal na planície, fantasmas que a miragem povoam e animam, tudo isto: decepções, obscuridade, solidão, desespero e a hora invisível que passa como o vento, tudo isto é o frio inverno da vida.

     Há no espírito o luto profundo daquele céu de bruma dos lugares onde a natureza dorme por meses, à espera do sol avaro que não vem.

POMPEIA, R. **Canções sem metro.** Campinas: Unicamp, 2013","Reconhecido pela linguagem impressionista, Raul Pompeia desenvolveu-a na prosa poética, em que se observa",Imprecisão no sentido dos vocábulos.,Dramaticidade como elemento expressivo.,Subjetividade em oposição à verossimilhança.,Valorização da imagem com efeito persuasivo.,Plasticidade verbal vinculada à cadência melódica.,E,False
2019,34,,linguagens,"     Antes de Roma ser fundada, as colinas de Alba eram ocupadas por tribos latinas, que dividiam o ano de acordo com seus deuses. Os romanos adaptaram essa estrutura. No principio dessa civilização o ano tinha dez meses e começava por Martius (atual março). Os outros dois teriam sido acrescentados por Numa Pompílio o segundo rei de Roma.

     Até Júlio César reformar o calendário local, os meses eram lunares, mas as festas em homenagem aos deuses permaneciam designadas pelas estações O descompasso de dez dias por ano fazia com que, em todos os triênios, um décimo terceiro mês, o Intercalaris, tivesse que ser enxertado. Com a ajuda de matemáticos do Egito emprestados por Cleópatra, Júlio César acabou com a bagunça ao estabelecer o seguinte calendário solar: Januarius, Februarius, Martius, Aprilis, Maius, Junius, Quinctilis, Sextilis, September, October, November e December. Quase igual ao nosso, com as diferenças de que Quinctilis e Sextilis deram origem aos meses de julho e agosto.

**Disponível em:** https://aventurasnahistoria.uol.com.br. _Acesso em: 8 dez. 2018._","Considerando as informações no texto e aspectos históricos da formação da lingua, a atual escrita dos meses do ano em português",Reflete a origem latina de nossa língua.,Decorre de uma língua falada no Egito antigo,Tem como base um calendário criado por Cleópatra.,D segue a reformulação da norma da língua proposta por Júlio César.,Resulta da padronização do calendário antes da fundação de Roma.,A,False
2019,35,,linguagens,,"No Brasil, a disseminação de uma expectativa de corpo com base na estética da magreza é bastante grande e apresenta uma enorme repercussão, especialmente, se considerada do ponto de vista da realização pessoal. Em pesquisa feita na cidade de São Paulo, aparecem os percentuais de 90% entre as mulheres pesquisadas que se dizem preocupadas com seu peso corporal, sendo que 95% se sentem insatisfeitas com “seu próprio corpo”.
SILVA, A. M. Corpo, ciência e mercado: reflexões acerca da
gestação de um novo arquétipo da felicidade. Campinas: Autores
Associados; Florianópolis: UFSC, 2001



A preocupação excessiva com o “peso” corporal pode provocar o desenvolvimento de distúrbios associados diretamente à imagem do corpo, tais como",Anorexia e bulimia.,Ortorexia e vigorexia.,Ansiedade e depressão.,Sobrepeso e fobia social.,Sedentarismo e obesidade.,A,False
2019,36,,linguagens,"![](https://enem.dev/2019/questions/36/b46b0b84-b50b-4f98-9ffa-c8645aeb7edb.png)

Fotografia de Jackson Pollock pintando em seu ateliê, realizada por Hans Namuth em 1951.

**CHIPP, H. Teorias da arte moderna. São Paulo: Martins Fontes, 1988.**

![](https://enem.dev/2019/questions/36/2e0c5232-c632-498f-8a46-14fb86344f56.png)

**MUNIZ, V. Action Photo (segundo Hans Namuth em Pictures in Chocolate). Impressão fotográfica. The Museum of Modern Art, Nova Iorque, 1977.**

**_NEVES, A_. História da Arte 4. Vitória: Ufes – Nead, 2011.**","Utilizando chocolate derretido como matéria-prima, essa obra de Vick Muniz reproduz a célebre fotografia do processo de criação de Jackson Pollock. A originalidade dessa releitura reside na",Apropriação parodística das técnicas e materiais utilizados.,Reflexão acerca dos sistemas de circulação da arte.,Simplificação dos traços da composição pictórica.,Contraposição de linguagens artísticas distintas.,Crítica ao advento do abstracionismo.,A,True
2019,37,,linguagens,,"Na semana passada, os alunos do colégio do meu filho se mobilizaram, através do Twitter, para não comprarem na cantina da escola naquele dia, pois acharam o preço do pão de queijo abusivo São adolescentes. Quase senhores das novas tecnologias, transitam nas redes sociais, varrem o mundo através dos teclados dos celulares, iPads e se organizam para fazer um movimento pacífico de não comprar lanches por um dia. Foi parar na TV e em muitas páginas da internet.
 
GOMES, A. A revolução silenciosa e o Impacto na sociedade das
redes sociais. Disponível em: www. hsm.com.br.
Acesso em: 31 jul. 2012
 
O texto aborda a temática das tecnologias da informação e comunicação, especificamente o uso de redes sociais. Muito se debate acerca dos benefícios e malefícios do uso desses recursos e, nesse sentido, o texto",Aborda a discriminação que as redes sociais sofrem de outros meios de comunicação.,Mostra que as reivindicações feitas nas redes sociais não têm impacto fora da internet.,Expõe a possibilidade de as redes sociais favorecem comportamentos e manifestações violentos dos adolescentes que nela se relacionam.,"Trata as redes sociais como modo de agregar e empoderar grupos de pessoas, que se unem em prol de causas próprias ou de mudanças sociais.","Evidencia que as redes sociais são usadas inadequadamente pelos adolescentes, que, imaturos, não utilizam a ferramenta como forma de mudança social.",D,False
